age,education-num,hours-per-week,income
38,9,30, <=50K
18,8,20, <=50K
18,5,32, <=50K
39,9,40, <=50K
27,10,40, <=50K
55,13,73, <=50K
27,15,65, >50K
33,9,40, <=50K
35,13,43, <=50K
60,9,40, >50K
48,10,40, <=50K
39,10,39, <=50K
30,13,40, <=50K
22,9,40, <=50K
31,11,40, <=50K
36,7,32, <=50K
31,12,40, <=50K
64,9,40, <=50K
35,9,40, <=50K
33,8,40, <=50K
23,13,40, <=50K
29,14,40, >50K
30,9,26, <=50K
32,9,28, <=50K
69,11,1, <=50K
42,10,36, <=50K
18,8,12, <=50K
43,9,40, <=50K
32,10,40, <=50K
26,13,20, <=50K
64,9,40, <=50K
26,13,42, <=50K
19,9,20, <=50K
47,13,40, <=50K
54,10,40, <=50K
35,9,40, >50K
20,10,15, <=50K
29,10,40, <=50K
19,10,40, <=50K
25,13,40, <=50K
34,9,35, <=50K
20,10,15, <=50K
21,10,10, <=50K
43,9,40, <=50K
33,10,50, <=50K
32,11,24, >50K
42,9,40, <=50K
56,13,55, >50K
64,7,35, <=50K
54,9,38, <=50K
29,10,40, >50K
33,9,40, <=50K
46,9,40, >50K
41,9,50, <=50K
64,4,30, <=50K
68,9,30, <=50K
23,10,25, <=50K
38,9,55, <=50K
56,4,20, <=50K
69,9,9, <=50K
68,10,20, <=50K
33,10,40, >50K
40,15,40, <=50K
57,13,35, <=50K
49,10,40, >50K
43,9,24, <=50K
48,9,40, <=50K
34,14,40, >50K
58,9,24, <=50K
31,13,36, <=50K
55,11,35, <=50K
51,13,40, <=50K
29,9,42, <=50K
17,8,16, <=50K
27,10,40, <=50K
45,9,35, <=50K
23,10,23, <=50K
32,13,40, <=50K
20,9,38, <=50K
49,14,35, <=50K
29,9,35, <=50K
28,10,40, <=50K
22,10,40, <=50K
54,1,40, <=50K
44,9,40, <=50K
48,14,40, >50K
46,9,40, >50K
41,11,45, <=50K
65,9,35, <=50K
18,10,25, <=50K
27,13,40, <=50K
23,13,40, <=50K
36,9,40, >50K
29,9,40, <=50K
43,14,45, <=50K
33,13,40, <=50K
27,3,65, <=50K
38,14,2, >50K
27,13,37, <=50K
24,9,40, <=50K
25,11,40, <=50K
24,9,35, <=50K
41,9,44, <=50K
23,5,30, <=50K
34,9,40, <=50K
46,13,40, <=50K
48,16,46, >50K
45,9,40, <=50K
55,5,23, <=50K
18,7,16, <=50K
37,10,40, <=50K
27,9,40, <=50K
29,13,50, <=50K
27,13,20, <=50K
30,10,10, <=50K
21,9,40, <=50K
46,9,60, <=50K
60,3,40, <=50K
20,10,15, <=50K
55,9,45, <=50K
25,13,24, <=50K
33,7,38, <=50K
25,6,40, <=50K
27,9,50, <=50K
40,13,45, <=50K
32,9,40, <=50K
29,13,40, <=50K
58,14,15, <=50K
30,9,36, <=50K
45,11,40, <=50K
81,6,28, <=50K
20,10,29, <=50K
36,13,40, <=50K
42,11,40, <=50K
27,10,30, <=50K
23,13,60, <=50K
33,11,99, <=50K
33,9,40, <=50K
65,6,20, <=50K
48,9,40, <=50K
39,10,40, <=50K
46,4,32, <=50K
32,10,40, <=50K
27,9,40, <=50K
23,8,30, <=50K
54,9,40, <=50K
56,14,60, <=50K
41,9,40, <=50K
27,12,40, <=50K
37,10,37, <=50K
58,3,40, <=50K
50,9,40, <=50K
34,7,40, <=50K
49,10,28, <=50K
27,6,40, <=50K
35,10,40, <=50K
26,15,30, <=50K
24,10,45, <=50K
58,10,30, <=50K
20,10,30, <=50K
36,9,30, <=50K
44,12,99, <=50K
36,9,30, <=50K
38,12,50, >50K
27,5,50, <=50K
43,9,35, <=50K
43,10,50, <=50K
28,9,45, >50K
64,9,20, <=50K
70,10,34, <=50K
48,9,40, <=50K
24,13,40, <=50K
36,10,40, <=50K
50,14,35, <=50K
20,10,30, <=50K
21,10,20, <=50K
35,13,40, <=50K
23,11,30, <=50K
23,10,37, <=50K
41,10,36, >50K
32,9,35, <=50K
36,14,40, <=50K
41,9,35, <=50K
32,9,45, <=50K
59,13,40, <=50K
47,10,45, <=50K
28,9,40, <=50K
34,9,35, <=50K
42,13,45, <=50K
37,14,40, >50K
17,8,25, <=50K
20,10,20, <=50K
34,10,40, <=50K
38,13,55, <=50K
23,1,40, <=50K
41,10,40, <=50K
58,10,39, <=50K
18,10,35, <=50K
36,10,40, <=50K
62,9,38, <=50K
17,7,20, <=50K
37,13,40, >50K
65,9,14, <=50K
42,9,40, <=50K
25,10,40, <=50K
24,13,20, <=50K
58,9,32, <=50K
35,9,20, <=50K
30,13,40, <=50K
46,9,40, <=50K
23,9,40, <=50K
59,10,40, <=50K
18,7,25, <=50K
31,9,60, <=50K
19,10,30, <=50K
20,10,10, <=50K
29,9,40, <=50K
29,9,35, <=50K
21,10,20, <=50K
17,7,15, <=50K
21,8,20, <=50K
22,9,40, <=50K
37,10,25, >50K
41,10,40, <=50K
54,10,40, <=50K
36,12,60, <=50K
30,13,38, <=50K
33,10,40, <=50K
52,14,60, <=50K
20,10,25, <=50K
32,9,60, <=50K
51,10,15, >50K
39,10,45, <=50K
24,10,35, <=50K
33,13,35, <=50K
18,10,38, <=50K
43,14,40, <=50K
31,10,40, <=50K
23,9,25, <=50K
42,9,40, <=50K
20,10,20, <=50K
34,9,40, <=50K
49,10,40, >50K
45,13,40, >50K
41,9,40, <=50K
21,9,40, <=50K
63,4,40, <=50K
71,13,14, <=50K
37,10,40, <=50K
24,13,40, <=50K
37,9,40, <=50K
46,9,30, <=50K
42,9,40, <=50K
46,14,50, <=50K
41,13,40, >50K
71,9,40, <=50K
41,10,32, <=50K
55,10,20, <=50K
26,9,40, <=50K
50,10,15, <=50K
17,7,24, <=50K
40,13,55, >50K
25,10,24, <=50K
68,9,12, <=50K
59,12,40, >50K
36,9,40, <=50K
31,11,40, <=50K
27,11,35, <=50K
28,13,28, >50K
35,16,20, <=50K
23,13,45, <=50K
47,13,60, <=50K
45,5,40, >50K
17,6,25, <=50K
50,10,38, >50K
47,13,70, <=50K
20,4,60, <=50K
31,13,40, <=50K
60,6,10, <=50K
38,10,40, <=50K
20,10,4, <=50K
39,6,15, <=50K
57,6,40, <=50K
49,10,30, <=50K
21,12,40, <=50K
63,2,30, <=50K
23,10,50, <=50K
32,10,38, <=50K
34,11,40, <=50K
26,14,40, <=50K
47,9,40, <=50K
49,10,45, >50K
55,10,38, <=50K
38,10,40, <=50K
46,11,40, <=50K
39,12,30, <=50K
64,13,40, <=50K
25,13,20, <=50K
24,10,15, <=50K
45,3,35, <=50K
23,10,40, <=50K
26,9,40, <=50K
35,10,25, <=50K
23,1,15, <=50K
33,13,40, <=50K
31,9,40, <=50K
33,12,40, <=50K
73,9,65, <=50K
56,14,50, >50K
32,13,40, >50K
29,10,40, <=50K
34,11,40, <=50K
46,9,28, >50K
21,10,25, <=50K
18,7,40, <=50K
23,9,40, <=50K
33,9,40, <=50K
31,9,40, >50K
22,13,30, <=50K
67,9,20, <=50K
21,10,20, <=50K
19,10,35, <=50K
39,4,40, <=50K
46,11,40, <=50K
24,13,40, <=50K
39,13,25, <=50K
25,13,15, <=50K
44,10,40, <=50K
35,12,40, <=50K
51,16,70, >50K
43,10,38, >50K
37,9,40, <=50K
31,10,40, <=50K
45,7,16, <=50K
37,9,40, <=50K
35,9,48, <=50K
46,9,40, <=50K
17,6,12, <=50K
34,9,28, <=50K
30,13,55, <=50K
25,10,40, <=50K
26,10,40, <=50K
41,9,40, <=50K
54,10,40, <=50K
27,10,25, <=50K
18,9,30, <=50K
60,9,40, <=50K
51,9,40, <=50K
18,9,24, <=50K
58,14,45, <=50K
44,13,60, <=50K
59,4,38, <=50K
21,9,38, <=50K
48,9,45, <=50K
32,10,40, <=50K
22,9,42, <=50K
49,11,44, <=50K
32,13,55, >50K
39,13,40, <=50K
25,13,40, <=50K
35,9,40, <=50K
52,9,40, <=50K
28,10,60, <=50K
39,12,40, <=50K
49,4,35, <=50K
49,10,30, <=50K
62,4,66, <=50K
17,7,15, <=50K
20,9,30, <=50K
25,10,40, <=50K
39,10,45, <=50K
33,9,38, <=50K
45,10,40, <=50K
18,10,20, <=50K
25,11,40, <=50K
23,9,40, <=50K
36,2,40, <=50K
46,14,50, >50K
30,10,40, <=50K
20,10,30, <=50K
27,12,58, <=50K
26,10,40, <=50K
29,6,40, <=50K
66,9,40, <=50K
35,13,65, <=50K
47,10,40, <=50K
41,14,60, <=50K
28,8,40, <=50K
37,9,40, <=50K
60,9,40, <=50K
58,13,40, >50K
53,9,20, <=50K
24,13,40, <=50K
50,10,30, <=50K
29,9,40, <=50K
34,10,40, <=50K
39,9,20, <=50K
37,9,35, >50K
36,10,40, <=50K
22,9,35, <=50K
26,13,40, <=50K
21,10,40, <=50K
53,13,40, <=50K
49,13,20, >50K
61,9,17, <=50K
26,11,45, <=50K
39,15,60, >50K
48,14,80, <=50K
